nome_algoritmo,cenario,tamanho_amostra,tempo_execucao_microsegundos,id_hardware,processador,ram,sistema_operacional,Intervalos de confiança,Média,Desvio padrão
Merge Sort,2,100000,10,3,AMD Ryzen 5 5500,8,Windows 11,4.084 a 5.516,4.8,4.046
Quick Sort,2,100000,2989,3,AMD Ryzen 5 5500,8,Windows 11,2701.854 a 2823.026,2762.44,342.233
Shell Sort,2,100000,5,3,AMD Ryzen 5 5500,8,Windows 11,2.781 a 3.363,3.072,1.642
Merge Sort,2,500000,39,3,AMD Ryzen 5 5500,8,Windows 11,35.566 a 41.362,38.464,16.37
Quick Sort,2,500000,74632,3,AMD Ryzen 5 5500,8,Windows 11,66285.777 a 69190.239,67738.008,8169.672
Shell Sort,2,500000,17,3,AMD Ryzen 5 5500,8,Windows 11,14.147 a 15.595,14.871,4.072
Merge Sort,3,10000,1,3,AMD Ryzen 5 5500,8,Windows 11,0.728 a 1.256,0.992,1.484
Quick Sort,3,10000,1,3,AMD Ryzen 5 5500,8,Windows 11,0.487 a 0.722,0.605,0.66
Shell Sort,3,10000,1,3,AMD Ryzen 5 5500,8,Windows 11,0.694 a 0.951,0.823,0.722
Merge Sort,3,100000,12,3,AMD Ryzen 5 5500,8,Windows 11,9.315 a 11.089,10.202,4.989
Quick Sort,3,100000,8,3,AMD Ryzen 5 5500,8,Windows 11,5.786 a 6.956,6.371,3.289
Shell Sort,3,100000,13,3,AMD Ryzen 5 5500,8,Windows 11,10.85 a 11.908,11.379,2.976
Merge Sort,3,500000,59,3,AMD Ryzen 5 5500,8,Windows 11,69.488 a 73.657,71.573,11.727
Quick Sort,3,500000,37,3,AMD Ryzen 5 5500,8,Windows 11,33.98 a 35.536,34.758,4.375
Shell Sort,3,500000,74,3,AMD Ryzen 5 5500,8,Windows 11,63.914 a 66.199,65.056,6.428
Merge Sort,4,10000,1,3,AMD Ryzen 5 5500,8,Windows 11,1.756 a 2.728,2.242,2.736
Quick Sort,4,10000,2,3,AMD Ryzen 5 5500,8,Windows 11,1.362 a 1.912,1.637,1.548
Shell Sort,4,10000,4,3,AMD Ryzen 5 5500,8,Windows 11,2.767 a 3.814,3.29,2.943
Merge Sort,4,100000,32,3,AMD Ryzen 5 5500,8,Windows 11,29.3 a 31.555,30.427,6.343
Quick Sort,4,100000,24,3,AMD Ryzen 5 5500,8,Windows 11,23.281 a 24.993,24.137,4.816
Shell Sort,4,100000,86,3,AMD Ryzen 5 5500,8,Windows 11,74.008 a 79.654,76.831,15.881
Merge Sort,4,500000,236,3,AMD Ryzen 5 5500,8,Windows 11,242.235 a 254.184,248.21,33.611
Quick Sort,4,500000,200,3,AMD Ryzen 5 5500,8,Windows 11,193.577 a 202.44,198.008,24.93
Shell Sort,4,500000,848,3,AMD Ryzen 5 5500,8,Windows 11,800.783 a 825.297,813.04,68.952
Merge Sort,1,10000,1,3,AMD Ryzen 5 5500,8,Windows 11,0.047 a 1.761,0.904,4.843
Quick Sort,1,10000,64,3,AMD Ryzen 5 5500,8,Windows 11,43.025 a 47.071,45.048,11.426
Shell Sort,1,10000,0,3,AMD Ryzen 5 5500,8,Windows 11,0.131 a 0.445,0.288,0.887
Merge Sort,1,100000,55,3,AMD Ryzen 5 5500,8,Windows 11,5.425 a 8.399,6.912,8.398
Quick Sort,1,100000,6258,3,AMD Ryzen 5 5500,8,Windows 11,4190.951 a 4626.713,4408.832,1230.745
Shell Sort,1,100000,3,3,AMD Ryzen 5 5500,8,Windows 11,1.885 a 2.531,2.208,1.824
Merge Sort,1,500000,23,3,AMD Ryzen 5 5500,8,Windows 11,33.108 a 36.748,34.928,10.279
Quick Sort,1,500000,157204,3,AMD Ryzen 5 5500,8,Windows 11,103651.468 a 114622.9,109137.184,30987.111
Shell Sort,1,500000,13,3,AMD Ryzen 5 5500,8,Windows 11,9.867 a 11.653,10.76,5.042
Merge Sort,2,10000,0,3,AMD Ryzen 5 5500,8,Windows 11,0.281 a 0.999,0.64,2.03
Quick Sort,2,10000,31,3,AMD Ryzen 5 5500,8,Windows 11,27.474 a 31.886,29.68,12.462
Shell Sort,2,10000,1,3,AMD Ryzen 5 5500,8,Windows 11,0.232 a 0.568,0.4,0.95
Merge Sort,2,100000,4,3,AMD Ryzen 5 5500,8,Windows 11,4.084 a 5.516,4.8,4.046
Quick Sort,2,100000,3002,3,AMD Ryzen 5 5500,8,Windows 11,2701.854 a 2823.026,2762.44,342.233
Shell Sort,2,100000,4,3,AMD Ryzen 5 5500,8,Windows 11,2.781 a 3.363,3.072,1.642
Merge Sort,2,500000,67,3,AMD Ryzen 5 5500,8,Windows 11,35.566 a 41.362,38.464,16.37
Quick Sort,2,500000,82220,3,AMD Ryzen 5 5500,8,Windows 11,66285.777 a 69190.239,67738.008,8169.672
Shell Sort,2,500000,19,3,AMD Ryzen 5 5500,8,Windows 11,14.147 a 15.595,14.871,4.072
Merge Sort,3,10000,1,3,AMD Ryzen 5 5500,8,Windows 11,0.728 a 1.256,0.992,1.484
Quick Sort,3,10000,0,3,AMD Ryzen 5 5500,8,Windows 11,0.487 a 0.722,0.605,0.66
Shell Sort,3,10000,2,3,AMD Ryzen 5 5500,8,Windows 11,0.694 a 0.951,0.823,0.722
Merge Sort,3,100000,10,3,AMD Ryzen 5 5500,8,Windows 11,9.315 a 11.089,10.202,4.989
Quick Sort,3,100000,7,3,AMD Ryzen 5 5500,8,Windows 11,5.786 a 6.956,6.371,3.289
Shell Sort,3,100000,13,3,AMD Ryzen 5 5500,8,Windows 11,10.85 a 11.908,11.379,2.976
Merge Sort,3,500000,68,3,AMD Ryzen 5 5500,8,Windows 11,69.488 a 73.657,71.573,11.727
Quick Sort,3,500000,37,3,AMD Ryzen 5 5500,8,Windows 11,33.98 a 35.536,34.758,4.375
Shell Sort,3,500000,75,3,AMD Ryzen 5 5500,8,Windows 11,63.914 a 66.199,65.056,6.428
Merge Sort,4,10000,2,3,AMD Ryzen 5 5500,8,Windows 11,1.756 a 2.728,2.242,2.736
Quick Sort,4,10000,1,3,AMD Ryzen 5 5500,8,Windows 11,1.362 a 1.912,1.637,1.548
Shell Sort,4,10000,3,3,AMD Ryzen 5 5500,8,Windows 11,2.767 a 3.814,3.29,2.943
Merge Sort,4,100000,29,3,AMD Ryzen 5 5500,8,Windows 11,29.3 a 31.555,30.427,6.343
Quick Sort,4,100000,24,3,AMD Ryzen 5 5500,8,Windows 11,23.281 a 24.993,24.137,4.816
Shell Sort,4,100000,83,3,AMD Ryzen 5 5500,8,Windows 11,74.008 a 79.654,76.831,15.881
Merge Sort,4,500000,259,3,AMD Ryzen 5 5500,8,Windows 11,242.235 a 254.184,248.21,33.611
Quick Sort,4,500000,230,3,AMD Ryzen 5 5500,8,Windows 11,193.577 a 202.44,198.008,24.93
Shell Sort,4,500000,820,3,AMD Ryzen 5 5500,8,Windows 11,800.783 a 825.297,813.04,68.952
Merge Sort,1,10000,0,3,AMD Ryzen 5 5500,8,Windows 11,0.047 a 1.761,0.904,4.843
Quick Sort,1,10000,63,3,AMD Ryzen 5 5500,8,Windows 11,43.025 a 47.071,45.048,11.426
Shell Sort,1,10000,0,3,AMD Ryzen 5 5500,8,Windows 11,0.131 a 0.445,0.288,0.887
Merge Sort,1,100000,4,3,AMD Ryzen 5 5500,8,Windows 11,5.425 a 8.399,6.912,8.398
Quick Sort,1,100000,6279,3,AMD Ryzen 5 5500,8,Windows 11,4190.951 a 4626.713,4408.832,1230.745
Shell Sort,1,100000,2,3,AMD Ryzen 5 5500,8,Windows 11,1.885 a 2.531,2.208,1.824
Merge Sort,1,500000,33,3,AMD Ryzen 5 5500,8,Windows 11,33.108 a 36.748,34.928,10.279
Quick Sort,1,500000,156332,3,AMD Ryzen 5 5500,8,Windows 11,103651.468 a 114622.9,109137.184,30987.111
Shell Sort,1,500000,12,3,AMD Ryzen 5 5500,8,Windows 11,9.867 a 11.653,10.76,5.042
Merge Sort,2,10000,2,3,AMD Ryzen 5 5500,8,Windows 11,0.281 a 0.999,0.64,2.03
Quick Sort,2,10000,31,3,AMD Ryzen 5 5500,8,Windows 11,27.474 a 31.886,29.68,12.462
Shell Sort,2,10000,1,3,AMD Ryzen 5 5500,8,Windows 11,0.232 a 0.568,0.4,0.95
Merge Sort,2,100000,4,3,AMD Ryzen 5 5500,8,Windows 11,4.084 a 5.516,4.8,4.046
Quick Sort,2,100000,2981,3,AMD Ryzen 5 5500,8,Windows 11,2701.854 a 2823.026,2762.44,342.233
Shell Sort,2,100000,4,3,AMD Ryzen 5 5500,8,Windows 11,2.781 a 3.363,3.072,1.642
Merge Sort,2,500000,47,3,AMD Ryzen 5 5500,8,Windows 11,35.566 a 41.362,38.464,16.37
Quick Sort,2,500000,74761,3,AMD Ryzen 5 5500,8,Windows 11,66285.777 a 69190.239,67738.008,8169.672
Shell Sort,2,500000,17,3,AMD Ryzen 5 5500,8,Windows 11,14.147 a 15.595,14.871,4.072
Merge Sort,3,10000,1,3,AMD Ryzen 5 5500,8,Windows 11,0.728 a 1.256,0.992,1.484
Quick Sort,3,10000,0,3,AMD Ryzen 5 5500,8,Windows 11,0.487 a 0.722,0.605,0.66
Shell Sort,3,10000,1,3,AMD Ryzen 5 5500,8,Windows 11,0.694 a 0.951,0.823,0.722
Merge Sort,3,100000,11,3,AMD Ryzen 5 5500,8,Windows 11,9.315 a 11.089,10.202,4.989
Quick Sort,3,100000,7,3,AMD Ryzen 5 5500,8,Windows 11,5.786 a 6.956,6.371,3.289
Shell Sort,3,100000,13,3,AMD Ryzen 5 5500,8,Windows 11,10.85 a 11.908,11.379,2.976
Merge Sort,3,500000,87,3,AMD Ryzen 5 5500,8,Windows 11,69.488 a 73.657,71.573,11.727
Quick Sort,3,500000,37,3,AMD Ryzen 5 5500,8,Windows 11,33.98 a 35.536,34.758,4.375
Shell Sort,3,500000,67,3,AMD Ryzen 5 5500,8,Windows 11,63.914 a 66.199,65.056,6.428
Merge Sort,4,10000,5,3,AMD Ryzen 5 5500,8,Windows 11,1.756 a 2.728,2.242,2.736
Quick Sort,4,10000,1,3,AMD Ryzen 5 5500,8,Windows 11,1.362 a 1.912,1.637,1.548
Shell Sort,4,10000,4,3,AMD Ryzen 5 5500,8,Windows 11,2.767 a 3.814,3.29,2.943
Merge Sort,4,100000,30,3,AMD Ryzen 5 5500,8,Windows 11,29.3 a 31.555,30.427,6.343
Quick Sort,4,100000,30,3,AMD Ryzen 5 5500,8,Windows 11,23.281 a 24.993,24.137,4.816
Shell Sort,4,100000,81,3,AMD Ryzen 5 5500,8,Windows 11,74.008 a 79.654,76.831,15.881
Merge Sort,4,500000,240,3,AMD Ryzen 5 5500,8,Windows 11,242.235 a 254.184,248.21,33.611
Quick Sort,4,500000,197,3,AMD Ryzen 5 5500,8,Windows 11,193.577 a 202.44,198.008,24.93
Shell Sort,4,500000,858,3,AMD Ryzen 5 5500,8,Windows 11,800.783 a 825.297,813.04,68.952
Merge Sort,1,10000,1,3,AMD Ryzen 5 5500,8,Windows 11,0.047 a 1.761,0.904,4.843
Quick Sort,1,10000,64,3,AMD Ryzen 5 5500,8,Windows 11,43.025 a 47.071,45.048,11.426
Shell Sort,1,10000,0,3,AMD Ryzen 5 5500,8,Windows 11,0.131 a 0.445,0.288,0.887
Merge Sort,1,100000,7,3,AMD Ryzen 5 5500,8,Windows 11,5.425 a 8.399,6.912,8.398
Quick Sort,1,100000,6229,3,AMD Ryzen 5 5500,8,Windows 11,4190.951 a 4626.713,4408.832,1230.745
Shell Sort,1,100000,2,3,AMD Ryzen 5 5500,8,Windows 11,1.885 a 2.531,2.208,1.824
Merge Sort,1,500000,23,3,AMD Ryzen 5 5500,8,Windows 11,33.108 a 36.748,34.928,10.279
Quick Sort,1,500000,156683,3,AMD Ryzen 5 5500,8,Windows 11,103651.468 a 114622.9,109137.184,30987.111
Shell Sort,1,500000,13,3,AMD Ryzen 5 5500,8,Windows 11,9.867 a 11.653,10.76,5.042
Merge Sort,2,10000,18,3,AMD Ryzen 5 5500,8,Windows 11,0.281 a 0.999,0.64,2.03
Quick Sort,2,10000,31,3,AMD Ryzen 5 5500,8,Windows 11,27.474 a 31.886,29.68,12.462
Shell Sort,2,10000,0,3,AMD Ryzen 5 5500,8,Windows 11,0.232 a 0.568,0.4,0.95
Merge Sort,2,100000,7,3,AMD Ryzen 5 5500,8,Windows 11,4.084 a 5.516,4.8,4.046
Quick Sort,2,100000,3010,3,AMD Ryzen 5 5500,8,Windows 11,2701.854 a 2823.026,2762.44,342.233
Shell Sort,2,100000,4,3,AMD Ryzen 5 5500,8,Windows 11,2.781 a 3.363,3.072,1.642
Merge Sort,2,500000,44,3,AMD Ryzen 5 5500,8,Windows 11,35.566 a 41.362,38.464,16.37
Quick Sort,2,500000,75622,3,AMD Ryzen 5 5500,8,Windows 11,66285.777 a 69190.239,67738.008,8169.672
Shell Sort,2,500000,18,3,AMD Ryzen 5 5500,8,Windows 11,14.147 a 15.595,14.871,4.072
Merge Sort,3,10000,1,3,AMD Ryzen 5 5500,8,Windows 11,0.728 a 1.256,0.992,1.484
Quick Sort,3,10000,1,3,AMD Ryzen 5 5500,8,Windows 11,0.487 a 0.722,0.605,0.66
Shell Sort,3,10000,2,3,AMD Ryzen 5 5500,8,Windows 11,0.694 a 0.951,0.823,0.722
Merge Sort,3,100000,11,3,AMD Ryzen 5 5500,8,Windows 11,9.315 a 11.089,10.202,4.989
Quick Sort,3,100000,8,3,AMD Ryzen 5 5500,8,Windows 11,5.786 a 6.956,6.371,3.289
Shell Sort,3,100000,14,3,AMD Ryzen 5 5500,8,Windows 11,10.85 a 11.908,11.379,2.976
Merge Sort,3,500000,88,3,AMD Ryzen 5 5500,8,Windows 11,69.488 a 73.657,71.573,11.727
Quick Sort,3,500000,41,3,AMD Ryzen 5 5500,8,Windows 11,33.98 a 35.536,34.758,4.375
Shell Sort,3,500000,74,3,AMD Ryzen 5 5500,8,Windows 11,63.914 a 66.199,65.056,6.428
Merge Sort,4,10000,1,3,AMD Ryzen 5 5500,8,Windows 11,1.756 a 2.728,2.242,2.736
Quick Sort,4,10000,2,3,AMD Ryzen 5 5500,8,Windows 11,1.362 a 1.912,1.637,1.548
Shell Sort,4,10000,2,3,AMD Ryzen 5 5500,8,Windows 11,2.767 a 3.814,3.29,2.943
Merge Sort,4,100000,36,3,AMD Ryzen 5 5500,8,Windows 11,29.3 a 31.555,30.427,6.343
Quick Sort,4,100000,28,3,AMD Ryzen 5 5500,8,Windows 11,23.281 a 24.993,24.137,4.816
Shell Sort,4,100000,84,3,AMD Ryzen 5 5500,8,Windows 11,74.008 a 79.654,76.831,15.881
Merge Sort,4,500000,307,3,AMD Ryzen 5 5500,8,Windows 11,242.235 a 254.184,248.21,33.611
Quick Sort,4,500000,204,3,AMD Ryzen 5 5500,8,Windows 11,193.577 a 202.44,198.008,24.93
Shell Sort,4,500000,866,3,AMD Ryzen 5 5500,8,Windows 11,800.783 a 825.297,813.04,68.952
Merge Sort,1,10000,1,3,AMD Ryzen 5 5500,8,Windows 11,0.047 a 1.761,0.904,4.843
Quick Sort,1,10000,62,3,AMD Ryzen 5 5500,8,Windows 11,43.025 a 47.071,45.048,11.426
Shell Sort,1,10000,0,3,AMD Ryzen 5 5500,8,Windows 11,0.131 a 0.445,0.288,0.887
Merge Sort,1,100000,7,3,AMD Ryzen 5 5500,8,Windows 11,5.425 a 8.399,6.912,8.398
Quick Sort,1,100000,6252,3,AMD Ryzen 5 5500,8,Windows 11,4190.951 a 4626.713,4408.832,1230.745
Shell Sort,1,100000,2,3,AMD Ryzen 5 5500,8,Windows 11,1.885 a 2.531,2.208,1.824
Merge Sort,1,500000,51,3,AMD Ryzen 5 5500,8,Windows 11,33.108 a 36.748,34.928,10.279
Quick Sort,1,500000,156422,3,AMD Ryzen 5 5500,8,Windows 11,103651.468 a 114622.9,109137.184,30987.111
Shell Sort,1,500000,14,3,AMD Ryzen 5 5500,8,Windows 11,9.867 a 11.653,10.76,5.042
Merge Sort,2,10000,1,3,AMD Ryzen 5 5500,8,Windows 11,0.281 a 0.999,0.64,2.03
Quick Sort,2,10000,31,3,AMD Ryzen 5 5500,8,Windows 11,27.474 a 31.886,29.68,12.462
Shell Sort,2,10000,1,3,AMD Ryzen 5 5500,8,Windows 11,0.232 a 0.568,0.4,0.95
Merge Sort,2,100000,4,3,AMD Ryzen 5 5500,8,Windows 11,4.084 a 5.516,4.8,4.046
Quick Sort,2,100000,2995,3,AMD Ryzen 5 5500,8,Windows 11,2701.854 a 2823.026,2762.44,342.233
Shell Sort,2,100000,2,3,AMD Ryzen 5 5500,8,Windows 11,2.781 a 3.363,3.072,1.642
Merge Sort,2,500000,39,3,AMD Ryzen 5 5500,8,Windows 11,35.566 a 41.362,38.464,16.37
Quick Sort,2,500000,74950,3,AMD Ryzen 5 5500,8,Windows 11,66285.777 a 69190.239,67738.008,8169.672
Shell Sort,2,500000,19,3,AMD Ryzen 5 5500,8,Windows 11,14.147 a 15.595,14.871,4.072
Merge Sort,3,10000,1,3,AMD Ryzen 5 5500,8,Windows 11,0.728 a 1.256,0.992,1.484
Quick Sort,3,10000,1,3,AMD Ryzen 5 5500,8,Windows 11,0.487 a 0.722,0.605,0.66
Shell Sort,3,10000,1,3,AMD Ryzen 5 5500,8,Windows 11,0.694 a 0.951,0.823,0.722
Merge Sort,3,100000,12,3,AMD Ryzen 5 5500,8,Windows 11,9.315 a 11.089,10.202,4.989
Quick Sort,3,100000,7,3,AMD Ryzen 5 5500,8,Windows 11,5.786 a 6.956,6.371,3.289
Shell Sort,3,100000,12,3,AMD Ryzen 5 5500,8,Windows 11,10.85 a 11.908,11.379,2.976
Merge Sort,3,500000,77,3,AMD Ryzen 5 5500,8,Windows 11,69.488 a 73.657,71.573,11.727
Quick Sort,3,500000,41,3,AMD Ryzen 5 5500,8,Windows 11,33.98 a 35.536,34.758,4.375
Shell Sort,3,500000,74,3,AMD Ryzen 5 5500,8,Windows 11,63.914 a 66.199,65.056,6.428
Merge Sort,4,10000,2,3,AMD Ryzen 5 5500,8,Windows 11,1.756 a 2.728,2.242,2.736
Quick Sort,4,10000,3,3,AMD Ryzen 5 5500,8,Windows 11,1.362 a 1.912,1.637,1.548
Shell Sort,4,10000,3,3,AMD Ryzen 5 5500,8,Windows 11,2.767 a 3.814,3.29,2.943
Merge Sort,4,100000,31,3,AMD Ryzen 5 5500,8,Windows 11,29.3 a 31.555,30.427,6.343
Quick Sort,4,100000,25,3,AMD Ryzen 5 5500,8,Windows 11,23.281 a 24.993,24.137,4.816
Shell Sort,4,100000,78,3,AMD Ryzen 5 5500,8,Windows 11,74.008 a 79.654,76.831,15.881
Merge Sort,4,500000,259,3,AMD Ryzen 5 5500,8,Windows 11,242.235 a 254.184,248.21,33.611
Quick Sort,4,500000,205,3,AMD Ryzen 5 5500,8,Windows 11,193.577 a 202.44,198.008,24.93
Shell Sort,4,500000,851,3,AMD Ryzen 5 5500,8,Windows 11,800.783 a 825.297,813.04,68.952
Merge Sort,1,10000,1,3,AMD Ryzen 5 5500,8,Windows 11,0.047 a 1.761,0.904,4.843
Quick Sort,1,10000,63,3,AMD Ryzen 5 5500,8,Windows 11,43.025 a 47.071,45.048,11.426
Shell Sort,1,10000,1,3,AMD Ryzen 5 5500,8,Windows 11,0.131 a 0.445,0.288,0.887
Merge Sort,1,100000,4,3,AMD Ryzen 5 5500,8,Windows 11,5.425 a 8.399,6.912,8.398
Quick Sort,1,100000,6249,3,AMD Ryzen 5 5500,8,Windows 11,4190.951 a 4626.713,4408.832,1230.745
Shell Sort,1,100000,4,3,AMD Ryzen 5 5500,8,Windows 11,1.885 a 2.531,2.208,1.824
Merge Sort,1,500000,34,3,AMD Ryzen 5 5500,8,Windows 11,33.108 a 36.748,34.928,10.279
Quick Sort,1,500000,156198,3,AMD Ryzen 5 5500,8,Windows 11,103651.468 a 114622.9,109137.184,30987.111
Shell Sort,1,500000,13,3,AMD Ryzen 5 5500,8,Windows 11,9.867 a 11.653,10.76,5.042
Merge Sort,2,10000,1,3,AMD Ryzen 5 5500,8,Windows 11,0.281 a 0.999,0.64,2.03
Quick Sort,2,10000,30,3,AMD Ryzen 5 5500,8,Windows 11,27.474 a 31.886,29.68,12.462
Shell Sort,2,10000,0,3,AMD Ryzen 5 5500,8,Windows 11,0.232 a 0.568,0.4,0.95
Merge Sort,2,100000,7,3,AMD Ryzen 5 5500,8,Windows 11,4.084 a 5.516,4.8,4.046
Quick Sort,2,100000,2982,3,AMD Ryzen 5 5500,8,Windows 11,2701.854 a 2823.026,2762.44,342.233
Shell Sort,2,100000,4,3,AMD Ryzen 5 5500,8,Windows 11,2.781 a 3.363,3.072,1.642
Merge Sort,2,500000,39,3,AMD Ryzen 5 5500,8,Windows 11,35.566 a 41.362,38.464,16.37
Quick Sort,2,500000,74623,3,AMD Ryzen 5 5500,8,Windows 11,66285.777 a 69190.239,67738.008,8169.672
Shell Sort,2,500000,17,3,AMD Ryzen 5 5500,8,Windows 11,14.147 a 15.595,14.871,4.072
Merge Sort,3,10000,0,3,AMD Ryzen 5 5500,8,Windows 11,0.728 a 1.256,0.992,1.484
Quick Sort,3,10000,1,3,AMD Ryzen 5 5500,8,Windows 11,0.487 a 0.722,0.605,0.66
Shell Sort,3,10000,1,3,AMD Ryzen 5 5500,8,Windows 11,0.694 a 0.951,0.823,0.722
Merge Sort,3,100000,22,3,AMD Ryzen 5 5500,8,Windows 11,9.315 a 11.089,10.202,4.989
Quick Sort,3,100000,7,3,AMD Ryzen 5 5500,8,Windows 11,5.786 a 6.956,6.371,3.289
Shell Sort,3,100000,13,3,AMD Ryzen 5 5500,8,Windows 11,10.85 a 11.908,11.379,2.976
Merge Sort,3,500000,83,3,AMD Ryzen 5 5500,8,Windows 11,69.488 a 73.657,71.573,11.727
Quick Sort,3,500000,37,3,AMD Ryzen 5 5500,8,Windows 11,33.98 a 35.536,34.758,4.375
Shell Sort,3,500000,72,3,AMD Ryzen 5 5500,8,Windows 11,63.914 a 66.199,65.056,6.428
Merge Sort,4,10000,2,3,AMD Ryzen 5 5500,8,Windows 11,1.756 a 2.728,2.242,2.736
Quick Sort,4,10000,2,3,AMD Ryzen 5 5500,8,Windows 11,1.362 a 1.912,1.637,1.548
Shell Sort,4,10000,4,3,AMD Ryzen 5 5500,8,Windows 11,2.767 a 3.814,3.29,2.943
Merge Sort,4,100000,34,3,AMD Ryzen 5 5500,8,Windows 11,29.3 a 31.555,30.427,6.343
Quick Sort,4,100000,26,3,AMD Ryzen 5 5500,8,Windows 11,23.281 a 24.993,24.137,4.816
Shell Sort,4,100000,85,3,AMD Ryzen 5 5500,8,Windows 11,74.008 a 79.654,76.831,15.881
Merge Sort,4,500000,258,3,AMD Ryzen 5 5500,8,Windows 11,242.235 a 254.184,248.21,33.611
Quick Sort,4,500000,234,3,AMD Ryzen 5 5500,8,Windows 11,193.577 a 202.44,198.008,24.93
Shell Sort,4,500000,828,3,AMD Ryzen 5 5500,8,Windows 11,800.783 a 825.297,813.04,68.952
Merge Sort,1,10000,0,3,AMD Ryzen 5 5500,8,Windows 11,0.047 a 1.761,0.904,4.843
Quick Sort,1,10000,63,3,AMD Ryzen 5 5500,8,Windows 11,43.025 a 47.071,45.048,11.426
Shell Sort,1,10000,0,3,AMD Ryzen 5 5500,8,Windows 11,0.131 a 0.445,0.288,0.887
Merge Sort,1,100000,5,3,AMD Ryzen 5 5500,8,Windows 11,5.425 a 8.399,6.912,8.398
Quick Sort,1,100000,6239,3,AMD Ryzen 5 5500,8,Windows 11,4190.951 a 4626.713,4408.832,1230.745
Shell Sort,1,100000,3,3,AMD Ryzen 5 5500,8,Windows 11,1.885 a 2.531,2.208,1.824
Merge Sort,1,500000,33,3,AMD Ryzen 5 5500,8,Windows 11,33.108 a 36.748,34.928,10.279
Quick Sort,1,500000,156258,3,AMD Ryzen 5 5500,8,Windows 11,103651.468 a 114622.9,109137.184,30987.111
Shell Sort,1,500000,14,3,AMD Ryzen 5 5500,8,Windows 11,9.867 a 11.653,10.76,5.042
Merge Sort,2,10000,0,3,AMD Ryzen 5 5500,8,Windows 11,0.281 a 0.999,0.64,2.03
Quick Sort,2,10000,30,3,AMD Ryzen 5 5500,8,Windows 11,27.474 a 31.886,29.68,12.462
Shell Sort,2,10000,0,3,AMD Ryzen 5 5500,8,Windows 11,0.232 a 0.568,0.4,0.95
Merge Sort,2,100000,4,3,AMD Ryzen 5 5500,8,Windows 11,4.084 a 5.516,4.8,4.046
Quick Sort,2,100000,3013,3,AMD Ryzen 5 5500,8,Windows 11,2701.854 a 2823.026,2762.44,342.233
Shell Sort,2,100000,4,3,AMD Ryzen 5 5500,8,Windows 11,2.781 a 3.363,3.072,1.642
Merge Sort,2,500000,52,3,AMD Ryzen 5 5500,8,Windows 11,35.566 a 41.362,38.464,16.37
Quick Sort,2,500000,74949,3,AMD Ryzen 5 5500,8,Windows 11,66285.777 a 69190.239,67738.008,8169.672
Shell Sort,2,500000,17,3,AMD Ryzen 5 5500,8,Windows 11,14.147 a 15.595,14.871,4.072
Merge Sort,3,10000,1,3,AMD Ryzen 5 5500,8,Windows 11,0.728 a 1.256,0.992,1.484
Quick Sort,3,10000,1,3,AMD Ryzen 5 5500,8,Windows 11,0.487 a 0.722,0.605,0.66
Shell Sort,3,10000,1,3,AMD Ryzen 5 5500,8,Windows 11,0.694 a 0.951,0.823,0.722
Merge Sort,3,100000,10,3,AMD Ryzen 5 5500,8,Windows 11,9.315 a 11.089,10.202,4.989
Quick Sort,3,100000,9,3,AMD Ryzen 5 5500,8,Windows 11,5.786 a 6.956,6.371,3.289
Shell Sort,3,100000,2,3,AMD Ryzen 5 5500,8,Windows 11,10.85 a 11.908,11.379,2.976
Merge Sort,3,500000,92,3,AMD Ryzen 5 5500,8,Windows 11,69.488 a 73.657,71.573,11.727
Quick Sort,3,500000,26,3,AMD Ryzen 5 5500,8,Windows 11,33.98 a 35.536,34.758,4.375
Shell Sort,3,500000,69,3,AMD Ryzen 5 5500,8,Windows 11,63.914 a 66.199,65.056,6.428
Merge Sort,4,10000,1,3,AMD Ryzen 5 5500,8,Windows 11,1.756 a 2.728,2.242,2.736
Quick Sort,4,10000,4,3,AMD Ryzen 5 5500,8,Windows 11,1.362 a 1.912,1.637,1.548
Shell Sort,4,10000,4,3,AMD Ryzen 5 5500,8,Windows 11,2.767 a 3.814,3.29,2.943
Merge Sort,4,100000,36,3,AMD Ryzen 5 5500,8,Windows 11,29.3 a 31.555,30.427,6.343
Quick Sort,4,100000,19,3,AMD Ryzen 5 5500,8,Windows 11,23.281 a 24.993,24.137,4.816
Shell Sort,4,100000,83,3,AMD Ryzen 5 5500,8,Windows 11,74.008 a 79.654,76.831,15.881
Merge Sort,4,500000,251,3,AMD Ryzen 5 5500,8,Windows 11,242.235 a 254.184,248.21,33.611
Quick Sort,4,500000,200,3,AMD Ryzen 5 5500,8,Windows 11,193.577 a 202.44,198.008,24.93
Shell Sort,4,500000,835,3,AMD Ryzen 5 5500,8,Windows 11,800.783 a 825.297,813.04,68.952
Merge Sort,1,10000,0,3,AMD Ryzen 5 5500,8,Windows 11,0.047 a 1.761,0.904,4.843
Quick Sort,1,10000,63,3,AMD Ryzen 5 5500,8,Windows 11,43.025 a 47.071,45.048,11.426
Shell Sort,1,10000,0,3,AMD Ryzen 5 5500,8,Windows 11,0.131 a 0.445,0.288,0.887
Merge Sort,1,100000,52,3,AMD Ryzen 5 5500,8,Windows 11,5.425 a 8.399,6.912,8.398
Quick Sort,1,100000,6255,3,AMD Ryzen 5 5500,8,Windows 11,4190.951 a 4626.713,4408.832,1230.745
Shell Sort,1,100000,4,3,AMD Ryzen 5 5500,8,Windows 11,1.885 a 2.531,2.208,1.824
